82.50.45.149 - - [23/Nov/2014:11:57:06 +0000] "GET / HTTP/1.1" 304 0 "http://www.responsinator.com/?url=mtgfiddle.me" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Iron/37.0.2000.0 Chrome/37.0.2000.0 Safari/537.36"
82.50.45.149 - - [23/Nov/2014:11:57:53 +0000] "POST /php/check.php HTTP/1.1" 200 63 "https://mtgfiddle.me/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Iron/37.0.2000.0 Chrome/37.0.2000.0 Safari/537.36"
82.50.45.149 - - [23/Nov/2014:11:57:53 +0000] "POST /php/check.php HTTP/1.1" 200 63 "https://mtgfiddle.me/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Iron/37.0.2000.0 Chrome/37.0.2000.0 Safari/537.36"
82.50.45.149 - - [23/Nov/2014:11:57:53 +0000] "POST /php/check.php HTTP/1.1" 200 63 "https://mtgfiddle.me/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Iron/37.0.2000.0 Chrome/37.0.2000.0 Safari/537.36"
82.50.45.149 - - [23/Nov/2014:11:57:53 +0000] "POST /php/check.php HTTP/1.1" 200 63 "https://mtgfiddle.me/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Iron/37.0.2000.0 Chrome/37.0.2000.0 Safari/537.36"
82.50.45.149 - - [23/Nov/2014:11:57:53 +0000] "POST /php/check.php HTTP/1.1" 200 63 "https://mtgfiddle.me/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Iron/37.0.2000.0 Chrome/37.0.2000.0 Safari/537.36"
82.50.45.149 - - [23/Nov/2014:11:57:54 +0000] "POST /php/check.php HTTP/1.1" 200 63 "https://mtgfiddle.me/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Iron/37.0.2000.0 Chrome/37.0.2000.0 Safari/537.36"
82.50.45.149 - - [23/Nov/2014:11:57:54 +0000] "POST /php/check.php HTTP/1.1" 200 63 "https://mtgfiddle.me/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Iron/37.0.2000.0 Chrome/37.0.2000.0 Safari/537.36"
82.50.45.149 - - [23/Nov/2014:11:57:54 +0000] "POST /php/check.php HTTP/1.1" 200 63 "https://mtgfiddle.me/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Iron/37.0.2000.0 Chrome/37.0.2000.0 Safari/537.36"
82.50.45.149 - - [23/Nov/2014:11:57:54 +0000] "POST /php/check.php HTTP/1.1" 200 63 "https://mtgfiddle.me/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Iron/37.0.2000.0 Chrome/37.0.2000.0 Safari/537.36"
82.50.45.149 - - [23/Nov/2014:11:57:54 +0000] "POST /php/check.php HTTP/1.1" 200 63 "https://mtgfiddle.me/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Iron/37.0.2000.0 Chrome/37.0.2000.0 Safari/537.36"
82.50.45.149 - - [23/Nov/2014:11:57:59 +0000] "POST /php/check.php HTTP/1.1" 200 63 "https://mtgfiddle.me/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Iron/37.0.2000.0 Chrome/37.0.2000.0 Safari/537.36"
82.50.45.149 - - [23/Nov/2014:11:57:59 +0000] "POST /php/check.php HTTP/1.1" 200 63 "https://mtgfiddle.me/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Iron/37.0.2000.0 Chrome/37.0.2000.0 Safari/537.36"
82.50.45.149 - - [23/Nov/2014:11:58:32 +0000] "GET /profile/index.php HTTP/1.1" 200 3024 "https://mtgfiddle.me/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Iron/37.0.2000.0 Chrome/37.0.2000.0 Safari/537.36"
82.50.45.149 - - [23/Nov/2014:11:58:46 +0000] "POST /php/check.php HTTP/1.1" 200 42 "https://mtgfiddle.me/profile/index.php" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Iron/37.0.2000.0 Chrome/37.0.2000.0 Safari/537.36"
93.120.27.62 - - [23/Nov/2014:15:10:41 +0000] "GET / HTTP/1.1" 200 11987 "-" "-"
93.120.27.62 - - [23/Nov/2014:15:10:45 +0000] "quit" 400 172 "-" "-"
80.180.27.131 - - [23/Nov/2014:22:18:39 +0000] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Iron/37.0.2000.0 Chrome/37.0.2000.0 Safari/537.36"
80.180.27.131 - - [23/Nov/2014:22:18:43 +0000] "GET /favicon.ico HTTP/1.1" 404 399 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Iron/37.0.2000.0 Chrome/37.0.2000.0 Safari/537.36"
80.180.27.131 - - [23/Nov/2014:22:18:43 +0000] "POST /php/check.php HTTP/1.1" 200 63 "https://mtgfiddle.me/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Iron/37.0.2000.0 Chrome/37.0.2000.0 Safari/537.36"
80.180.27.131 - - [23/Nov/2014:22:21:00 +0000] "GET / HTTP/1.1" 200 3928 "https://www.google.it/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&sqi=2&ved=0CCEQFjAA&url=https%3A%2F%2Fmtgfiddle.me%2F&ei=yF1yVKqjBsH4OpzHgagN&usg=AFQjCNF6Rq9tosupwc1HLoFNFmOnKXnxfQ&sig2=60ifgM_b0qe7daw9Ar_fhQ&bvm=bv.80185997,d.ZWU" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"
80.180.27.131 - - [23/Nov/2014:22:21:33 +0000] "POST /deck/index.php HTTP/1.1" 200 1653 "https://mtgfiddle.me/" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"
